4070,-9
-755,-10
-2812,-9
5259,-10
-5453,-13
3423,-11
95,-10
-3519,-7
5530,-10
-5165,-15
2705,-12
951,-10
-4147,-13
5668,-9
-4761,-7
1918,-10
1780,-9
-4677,-9
5677,-10
-4249,-12
1096,-11
2571,-9
-5102,-12
5565,-10
-3642,-11
245,-11
3300,-10
-5417,-9
5312,-9
-2939,-10
-604,-10
3960,-10
-5598,-10
4955,-10
-2184,-9
-1446,-11
4532,-10
-5657,-8
4484,-10
-1372,-9
-2255,-10
4993,-9
-5589,-10
3906,-11
-530,-10
-3007,-10
5349,-10
-5389,-9
3241,-10
329,-12
-3699,-12
5579,-9
-5072,-12
2497,-12
1172,-8
-4302,-10
5682,-10
-4632,-10
1708,-10
1996,-9
-4800,-15
5662,-8
-4096,-12
873,-10
2774,-7
-5201,-10
5508,-10
-3459,-10
19,-9
3488,-9
-5476,-9
5235,-13
-2745,-11
-835,-11
4121,-8
-5630,-9
4836,-10
-1972,-10
-1666,-9
4663,-13
-5646,-12
4333,-10
-1148,-9
-2465,-10
5101,-15
-5546,-10
3736,-9
-300,-11
-3200,-12
5424,-7
-5316,-12
3048,-8
556,-10
-3866,-9
5619,-11
-4965,-11
2294,-10
1396,-9
-4442,-13
5688,-10
-4499,-9
1485,-12
2206,-12
-4924,-10
5632,-11
-3933,-12
647,-10
2970,-10
-5284,-12
5450,-10
-3277,-11
-204,-8
3665,-9
-5529,-9
5142,-11
-2544,-9
-1060,-9
4274,-7
-5649,-13
4716,-11
-1752,-10
-1883,-9
4791,-12
-5633,-10
4184,-7
-924,-9
-2663,-10
5199,-10
-5496,-10
3559,-9
-77,-11
-3382,-11
5482,-7
-5234,-12
2853,-9
782,-12
-4025,-10
5650,-8
-4851,-11
2081,-7
1613,-10
-4580,-11
5686,-11
-4359,-10
1262,-10
2421,-10
-5025,-9
5596,-10
-3765,-10
416,-9
3157,-11
-5364,-12
5379,-10
-3089,-12
-436,-11
3837,-9
-5573,-13
5036,-11
-2342,-9
-1276,-11
4426,-9
-5660,-10
4584,-7
-1537,-8
-2095,-11
4909,-8
-5612,-7
4026,-6
-699,-10
-2862,-8
5284,-10
-5441,-9
3379,-13
156,-10
-3562,-8
5543,-9
-5145,-13
2657,-12
1004,-10
-4188,-9
5675,-9
-4729,-10
1864,-10
1835,-10
-4708,-8
5675,-12
-4209,-10
1043,-8
2619,-11
-5131,-12
5550,-12
-3591,-12
193,-11
3348,-12
-5430,-10
5295,-9
-2894,-11
-661,-7
4001,-11
-5607,-9
4926,-6
-2125,-10
-1498,-12
4565,-10
-5660,-7
4450,-8
-1314,-9
-2309,-11
5020,-10
-5578,-10
3857,-12
-470,-8
-3055,-10
5363,-9
-5374,-8
3190,-9
384,-11
-3743,-8
5586,-11
-5041,-8
2447,-8
1230,-11
-4335,-10
5687,-9
-4600,-12
1648,-11
2050,-8
-4832,-10
5652,-8
-4053,-11
816,-8
2823,-13
-5220,-9
5493,-9
-3411,-11
-37,-8
3531,-11
-5488,-9
5209,-7
-2693,-13
-891,-12
4161,-9
-5633,-10
4807,-10
-1912,-10
-1717,-10
4696,-11
-5651,-9
4294,-10
-1095,-8
-2510,-9
5123,-9
-5537,-7
3691,-10
-242,-8
-3249,-7
5439,-9
-5298,-9
3002,-8
612,-12
-3909,-9
5625,-12
-4937,-11
2239,-9
1451,-9
-4482,-14
5687,-7
-4462,-12
1434,-11
2259,-13
-4945,-10
5624,-8
-3888,-9
587,-10
3014,-12
-5305,-12
5425,-7
-3230,-12
-264,-10
3707,-10
-5536,-10
5115,-10
-2494,-10
-1116,-8
4310,-11
-5650,-10
4682,-10
-1692,-8
-1932,-10
4821,-11
-5631,-9
4142,-11
-868,-12
-2714,-10
5216,-10
-5489,-11
3513,-10
-15,-11
-3430,-12
5498,-7
-5207,-12
2800,-5
838,-10
-4068,-9
5654,-12
-4825,-9
2025,-10
1675,-10
-4613,-9
5683,-11
-4321,-8
1210,-14
2466,-10
-5059,-11
5583,-8
-3721,-10
363,-10
3208,-12
-5380,-10
5357,-10
-3041,-9
-495,-11
3872,-12
-5579,-8
5010,-9
-2286,-12
-1334,-10
4457,-8
-5661,-11
4546,-10
-1484,-9
-2147,-9
4938,-12
-5607,-9
3984,-10
-637,-10
-2914,-10
5311,-9
-5424,-10
3336,-10
215,-10
-3613,-10
5552,-8
-5119,-10
2601,-9
1061,-13
-4225,-9
5678,-10
-4699,-10
1812,-10
1888,-10
-4744,-8
5670,-7
-4167,-8
983,-10
2673,-9
-5154,-7
5539,-10
-3550,-10
133,-10
3398,-11
-5449,-10
5274,-9
-2846,-9
-722,-10
4043,-9
-5616,-9
4894,-12
-2067,-9
-1557,-13
4597,-11
-5650,-10
4408,-10
-1257,-13
-2362,-9
5051,-9
-5569,-10
3814,-6
-414,-12
-3107,-10
5383,-9
-5356,-7
3146,-10
444,-10
-3788,-13
5603,-12
-5015,-10
2395,-11
1288,-11
-4372,-12
5686,-11
-4573,-10
1592,-11
2105,-9
-4860,-10
5645,-10
-4011,-10
755,-10
2872,-10
-5247,-13
5474,-11
-3369,-10
-94,-14
3578,-10
-5503,-7
5186,-11
-2648,-7
-946,-10
4201,-10
-5642,-12
4775,-12
-1861,-9
-1773,-7
4722,-8
-5646,-11
4260,-10
-1038,-12
-2564,-10
5146,-10
-5524,-9
3648,-8
-185,-10
-3295,-11
5455,-11
-5278,-9
2946,-12
669,-12
-3951,-10
5638,-10
-4912,-10
2186,-7
1509,-13
-4516,-8
5690,-12
-4431,-11
1369,-10
2311,-7
-4977,-11
5616,-8
-3845,-9
528,-9
3072,-10
-5328,-11
5413,-8
-3176,-7
-322,-9
3746,-13
-5553,-9
5087,-12
-2442,-9
-1172,-10
4345,-12
-5653,-11
4646,-10
-1644,-10
-1988,-9
4852,-9
-5630,-11
4102,-10
-809,-9
-2767,-10
5241,-12
-5467,-9
3465,-13
43,-11
-3475,-11
5516,-12
-5189,-10
2754,-8
897,-12
-4109,-9
5662,-11
-4790,-10
1969,-12
1723,-10
-4651,-11
5681,-8
-4285,-11
1153,-13
2522,-10
-5082,-7
5577,-9
-3680,-12
304,-10
3256,-11
-5398,-10
5338,-7
-2985,-10
-551,-8
3918,-9
-5592,-9
4981,-11
-2234,-11
-1391,-9
4496,-10
-5659,-12
4517,-11
-1427,-10
-2202,-8
4965,-12
-5596,-14
3943,-10
-586,-10
-2963,-7
5326,-5
-5410,-12
3285,-9
271,-12
-3657,-10
5566,-9
-5090,-12
2550,-11
1119,-12
-4264,-14
5679,-11
-4664,-10
1758,-12
1945,-11
-4775,-10
5662,-12
-4132,-12
926,-12
2723,-9
-5177,-11
5524,-12
-3508,-10
75,-8
3445,-12
-5462,-10
5251,-11
-2794,-9
-782,-8
4083,-10
-5620,-10
4866,-10
-2017,-9
-1611,-9
4629,-11
-5656,-8
4369,-12
-1200,-10
-2411,-12
5074,-9
-5555,-12
3775,-9
-351,-11
-3151,-6
5401,-10
-5334,-10
3094,-7
496,-11
-3828,-8
5608,-10
-4988,-8
2342,-12
1344,-11
-4410,-9
5687,-10
-4532,-9
1538,-10
2156,-10
-4896,-11
5642,-9
-3975,-13
697,-11
2925,-13
-5263,-11
5463,-10
-3324,-7
-158,-10
3622,-9
-5518,-14
5162,-8
-2593,-11
-1005,-11
4239,-10
-5642,-9
4744,-10
-1807,-11
-1830,-9
4758,-10
-5643,-10
4219,-8
-978,-10
-2612,-6
5173,-14
-5509,-8
3599,-13
-126,-10
-3340,-13
5470,-9
-5253,-12
2903,-11
727,-12
-3988,-11
5642,-9
-4882,-11
2131,-9
1563,-12
-4546,-6
5689,-12
-4397,-11
1319,-10
2365,-11
-5002,-11
5605,-9
-3806,-10
475,-10
3114,-9
-5342,-11
5393,-11
-3130,-10
-385,-7
3794,-9
-5561,-9
5061,-10
-2390,-11
-1230,-12
4383,-14
-5655,-11
4614,-9
-1585,-9
-2043,-10
4877,-10
-5617,-7
4063,-6
-750,-10
-2817,-10
5263,-9
-5458,-10
3420,-12
100,-13
-3524,-12
5528,-10
-5169,-9
2700,-12
955,-11
-4148,-12
5666,-9
-4757,-9
1915,-5
1782,-12
-4683,-10
5683,-12
-4245,-11
1090,-9
2572,-13
-5106,-13
5563,-8
-3634,-10
248,-12
3306,-13
-5416,-8
5319,-11
-2939,-10
-610,-10
3962,-10
-5600,-8
4953,-13
-2175,-11
-1450,-12
4529,-10
-5655,-10
4478,-10
-1364,-11
-2260,-9
4991,-9
-5584,-10
3901,-12
-524,-11
-3009,-10
5347,-10
-5385,-9
3233,-10
329,-11
-3693,-8
5575,-9
-5069,-12
2499,-10
1178,-8
-4300,-9
5683,-10
-4627,-11
1704,-6
1993,-10
-4805,-11
5659,-7
-4092,-9
867,-7
2777,-11
-5202,-11
5511,-10
-3459,-8
14,-8
3486,-10
-5474,-8
5231,-12
-2744,-11
-834,-9
4119,-10
-5624,-10
4841,-10
-1964,-10
-1672,-10
4661,-9
-5650,-12
4332,-5
-1148,-11
-2464,-9
5102,-7
-5547,-8
3732,-9
-298,-8
-3203,-9
5418,-12
-5311,-11
3045,-9
558,-8
-3868,-10
5622,-7
-4965,-8
2287,-6
1398,-10
-4444,-9
5691,-10
-4495,-10
1479,-8
2209,-9
-4923,-11
5634,-9
-3934,-13
641,-7
2971,-12
-5286,-10
5447,-10
-3274,-10
-212,-7
3668,-7
-5529,-9
5134,-11
-2539,-10
-1060,-9
4275,-8
-5648,-9
4714,-10
-1753,-10
-1884,-9
4791,-11
-5636,-9
4181,-10
-923,-13
-2667,-12
5196,-8
-5496,-10
3555,-6
-69,-14
-3388,-10
5490,-11
-5232,-10
2848,-13
783,-12
-4032,-10
5650,-10
-4847,-11
2078,-8
1619,-11
-4586,-9
5686,-13
-3664,-10
5568,-11
-5090,-10
2534,-13
1131,-12
-4270,-9
5682,-11
-4656,-8
1744,-12
1955,-10
-4781,-12
5659,-9
-4119,-10
912,-10
2733,-10
-5181,-8
5520,-6
-3490,-9
66,-8
3453,-12
-5460,-10
5246,-11
-2782,-14
-789,-10
4084,-11
-5621,-9
4861,-9
-2009,-11
-1620,-11
4634,-9
-5652,-9
4360,-9
-1193,-10
-2422,-9
5078,-10
-5551,-10
3764,-11
-345,-9
-3162,-9
5407,-8
-5329,-10
3085,-11
506,-9
-3833,-12
5609,-13
-4986,-10
2332,-8
1358,-12
-4415,-10
5687,-10
-4526,-13
1529,-11
2167,-10
-4898,-12
5638,-10
-3964,-10
687,-14
2932,-11
-5268,-10
5458,-9
-3310,-12
-166,-9
3628,-14
-5521,-10
5157,-10
-2580,-10
-1014,-8
4244,-11
-5642,-10
4736,-9
-1795,-10
-1841,-10
4766,-11
-5640,-7
4210,-9
-968,-11
-2620,-10
5176,-14
-5508,-7
3592,-10
-118,-12
-3346,-12
5473,-9
-5248,-12
2893,-9
738,-10
-3997,-11
5643,-13
-4872,-10
2122,-10
1572,-14
-4554,-11
5684,-12
-4388,-11
1304,-12
2377,-11
-5010,-8
5602,-10
-3793,-8
462,-9
3122,-12
-5345,-11
5386,-8
-3123,-11
-391,-13
3805,-10
-5562,-9
5059,-10
-2381,-7
-1240,-11
4396,-9
-5655,-9
4610,-10
-1574,-13
-2054,-13
4887,-12
-5614,-11
4052,-13
-746,-11
-2827,-9
5268,-12
-5453,-10
3416,-11
112,-10
-3531,-11
5533,-10
-5161,-12
2691,-9
963,-10
-4158,-10
5668,-12
-4755,-11
1907,-7
1794,-12
-4684,-12
5675,-11
-4240,-12
1082,-12
2582,-13
-5110,-10
5558,-11
-3629,-10
239,-14
3315,-11
-5416,-13
5312,-9
-2932,-9
-621,-11
3966,-9
-5601,-11
4951,-9
-2165,-12
-1463,-8
4540,-9
-5657,-9
4469,-10
-1358,-12
-2266,-10
4997,-12
-5590,-14
3892,-13
-514,-12
-3021,-10
5350,-10
-5385,-11
3224,-8
344,-11
-3706,-12
5578,-10
-5065,-12
2487,-11
1187,-10
-4307,-10
5682,-10
-4626,-10
1686,-10
2013,-8
-4812,-10
5657,-11
-4083,-13
862,-12
2783,-7
-5201,-9
5503,-11
-3448,-12
6,-12
3497,-14
-5482,-8
5224,-14
-2734,-9
-846,-10
4130,-9
-5631,-11
4827,-14
-1956,-7
-1679,-10
4673,-8
-5654,-17
4323,-11
-1135,-8
-2474,-10
5106,-11
-5543,-11
3722,-10
-292,-9
-3214,-11
5423,-12
-5312,-7
3037,-9
568,-11
-3879,-12
5619,-10
-4958,-13
2275,-11
1411,-10
-4453,-8
5689,-12
-4492,-12
1475,-9
2221,-11
-4929,-12
5627,-10
-3917,-10
633,-12
2980,-8
-5290,-8
5443,-10
-3266,-9
-223,-9
3676,-6
-5533,-12
5128,-11
-2533,-10
-1068,-14
4286,-12
-5648,-12
4708,-10
-1740,-8
-1896,-13
4795,-9
-5632,-7
4174,-10
-911,-12
-2680,-11
5198,-12
-5499,-10
3549,-12
-57,-9
-3400,-9
5487,-12
-5229,-9
2840,-12
795,-10
-4045,-9
5649,-11
-4840,-10
2065,-10
1631,-10
-4591,-9
5686,-11
-4345,-13
1250,-10
2427,-11
-5036,-11
5591,-8
-3749,-10
402,-13
3174,-8
-5364,-12
5368,-10
-3078,-10
-450,-11
3841,-8
-5578,-12
5028,-12
-2325,-9
-1296,-13
4430,-10
-5657,-12
4574,-11
-1518,-11
-2113,-9
4912,-10
-5608,-10
4015,-10
-681,-9
-2872,-11
5290,-11
-5433,-11
3363,-12
169,-13
-3576,-11
5543,-11
-5138,-11
2645,-10
1022,-10
-4194,-10
5672,-9
-4721,-12
1850,-12
1844,-10
-4717,-11
5673,-11
-4204,-10
1028,-7
2636,-8
-5137,-10
5550,-9
-3579,-13
177,-10
3362,-11
-5435,-12
5293,-10
-2882,-11
-679,-11
4013,-12
-5608,-9
4916,-10
-2111,-12
-1515,-11
4574,-11
-5654,-14
4432,-8
